期号,百位,十位,个位,和值,跨度,重复数字
698,2 ,7 ,6 ,15,5,0
699,0 ,9 ,4 ,13,9,0
700,1 ,9 ,7 ,17,8,0
701,5 ,4 ,6 ,15,2,0
702,4 ,0 ,4 ,8,4,1
703,1 ,0 ,0 ,1,1,1
704,1 ,5 ,4 ,10,4,0
705,6 ,4 ,5 ,15,2,0
706,0 ,3 ,5 ,8,5,0
707,9 ,0 ,3 ,12,9,0
708,3 ,0 ,1 ,4,3,0
709,0 ,5 ,0 ,5,5,1
710,3 ,8 ,9 ,20,6,0
711,2 ,9 ,5 ,16,7,0
712,6 ,8 ,9 ,23,3,0
713,3 ,2 ,7 ,12,5,0
714,1 ,8 ,5 ,14,7,0
715,6 ,7 ,1 ,14,6,0
716,6 ,4 ,3 ,13,3,0
717,4 ,0 ,1 ,5,4,0
718,1 ,0 ,1 ,2,1,1
719,0 ,2 ,1 ,3,2,0
720,6 ,7 ,0 ,13,7,0
721,2 ,7 ,9 ,18,7,0
722,3 ,9 ,2 ,14,7,0
723,8 ,3 ,7 ,18,5,0
724,1 ,3 ,2 ,6,2,0
725,5 ,5 ,2 ,12,3,1
726,0 ,8 ,7 ,15,8,0
727,7 ,7 ,6 ,20,1,1
728,2 ,1 ,2 ,5,1,1
729,5 ,8 ,1 ,14,7,0
730,7 ,3 ,8 ,18,5,0
731,0 ,2 ,1 ,3,2,0
732,1 ,3 ,5 ,9,4,0
733,5 ,7 ,9 ,21,4,0
734,6 ,4 ,0 ,10,6,0
735,7 ,3 ,4 ,14,4,0
736,7 ,6 ,1 ,14,6,0
737,8 ,0 ,2 ,10,8,0
738,0 ,8 ,4 ,12,8,0
739,6 ,6 ,5 ,17,1,1
740,6 ,4 ,2 ,12,4,0
741,5 ,8 ,4 ,17,4,0
742,9 ,8 ,5 ,22,4,0
743,4 ,2 ,6 ,12,4,0
744,5 ,4 ,1 ,10,4,0
745,4 ,3 ,5 ,12,2,0
746,9 ,7 ,4 ,20,5,0
747,3 ,5 ,0 ,8,5,0
748,6 ,8 ,9 ,23,3,0
749,9 ,9 ,1 ,19,8,1
750,0 ,2 ,8 ,10,8,0
751,2 ,1 ,9 ,12,8,0
752,0 ,6 ,7 ,13,7,0
753,4 ,3 ,5 ,12,2,0
754,7 ,9 ,2 ,18,7,0
755,4 ,3 ,7 ,14,4,0
756,0 ,7 ,2 ,9,7,0
757,1 ,5 ,3 ,9,4,0
758,8 ,3 ,1 ,12,7,0
759,9 ,6 ,6 ,21,3,1
760,7 ,4 ,0 ,11,7,0
761,3 ,2 ,5 ,10,3,0
762,1 ,7 ,3 ,11,6,0
763,1 ,5 ,7 ,13,6,0
764,2 ,1 ,3 ,6,2,0
765,6 ,4 ,6 ,16,2,1
766,9 ,9 ,9 ,27,0,1
767,8 ,5 ,6 ,19,3,0
768,3 ,0 ,2 ,5,3,0
769,1 ,1 ,0 ,2,1,1
770,8 ,3 ,4 ,15,5,0
771,8 ,4 ,8 ,20,4,1
772,1 ,6 ,2 ,9,5,0
773,7 ,4 ,4 ,15,3,1
774,2 ,0 ,9 ,11,9,0
775,4 ,3 ,4 ,11,1,1
776,8 ,3 ,9 ,20,6,0
777,5 ,3 ,2 ,10,3,0
778,4 ,5 ,9 ,18,5,0
779,0 ,4 ,1 ,5,4,0
780,7 ,2 ,3 ,12,5,0
781,8 ,2 ,9 ,19,7,0
782,6 ,0 ,8 ,14,8,0
783,3 ,6 ,6 ,15,3,1
784,4 ,1 ,4 ,9,3,1
785,0 ,1 ,2 ,3,2,0
786,4 ,9 ,2 ,15,7,0
787,6 ,0 ,5 ,11,6,0
788,5 ,7 ,0 ,12,7,0
789,3 ,2 ,3 ,8,1,1
790,6 ,0 ,8 ,14,8,0
791,3 ,2 ,7 ,12,5,0
792,6 ,8 ,2 ,16,6,0
793,9 ,0 ,5 ,14,9,0
794,9 ,3 ,6 ,18,6,0
795,8 ,6 ,0 ,14,8,0
796,8 ,7 ,9 ,24,2,0
797,0 ,9 ,3 ,12,9,0
798,9 ,8 ,4 ,21,5,0
799,1 ,6 ,5 ,12,5,0
800,0 ,4 ,4 ,8,4,1
801,1 ,7 ,0 ,8,7,0
802,2 ,6 ,9 ,17,7,0
803,7 ,3 ,7 ,17,4,1
804,1 ,6 ,3 ,10,5,0
805,2 ,1 ,7 ,10,6,0
806,1 ,9 ,1 ,11,8,1
807,2 ,6 ,3 ,11,4,0
808,0 ,1 ,8 ,9,8,0
809,0 ,3 ,3 ,6,3,1
810,7 ,3 ,3 ,13,4,1
811,2 ,1 ,7 ,10,6,0
812,8 ,1 ,9 ,18,8,0
813,9 ,6 ,4 ,19,5,0
814,3 ,7 ,5 ,15,4,0
815,5 ,5 ,4 ,14,1,1
816,9 ,2 ,0 ,11,9,0
817,6 ,9 ,9 ,24,3,1
818,4 ,9 ,9 ,22,5,1
819,1 ,2 ,5 ,8,4,0
820,2 ,2 ,3 ,7,1,1
821,0 ,6 ,9 ,15,9,0
822,3 ,1 ,0 ,4,3,0
823,6 ,1 ,9 ,16,8,0
824,2 ,5 ,1 ,8,4,0
825,0 ,3 ,3 ,6,3,1
826,5 ,5 ,0 ,10,5,1
827,6 ,2 ,8 ,16,6,0
828,6 ,3 ,1 ,10,5,0
829,1 ,0 ,5 ,6,5,0
830,1 ,3 ,1 ,5,2,1
831,5 ,9 ,9 ,23,4,1
832,6 ,9 ,8 ,23,3,0
833,3 ,3 ,8 ,14,5,1
834,0 ,4 ,8 ,12,8,0
835,8 ,2 ,9 ,19,7,0
836,1 ,7 ,3 ,11,6,0
837,9 ,8 ,2 ,19,7,0
838,3 ,9 ,3 ,15,6,1
839,3 ,1 ,3 ,7,2,1
840,9 ,5 ,0 ,14,9,0
841,5 ,7 ,9 ,21,4,0
842,4 ,9 ,4 ,17,5,1
843,0 ,6 ,2 ,8,6,0
844,7 ,5 ,3 ,15,4,0
845,1 ,0 ,5 ,6,5,0
846,2 ,7 ,5 ,14,5,0
847,1 ,8 ,5 ,14,7,0
848,9 ,7 ,1 ,17,8,0
849,6 ,6 ,5 ,17,1,1
850,3 ,0 ,2 ,5,3,0
851,5 ,4 ,3 ,12,2,0
852,9 ,9 ,2 ,20,7,1
853,3 ,2 ,7 ,12,5,0
854,5 ,7 ,3 ,15,4,0
855,7 ,2 ,3 ,12,5,0
856,5 ,6 ,2 ,13,4,0
857,1 ,1 ,6 ,8,5,1
858,3 ,6 ,0 ,9,6,0
859,6 ,2 ,6 ,14,4,1
860,9 ,1 ,9 ,19,8,1
861,4 ,8 ,4 ,16,4,1
862,4 ,4 ,5 ,13,1,1
863,8 ,4 ,6 ,18,4,0
864,1 ,6 ,1 ,8,5,1
865,9 ,1 ,6 ,16,8,0
866,7 ,4 ,3 ,14,4,0
867,7 ,6 ,8 ,21,2,0
868,2 ,8 ,9 ,19,7,0
869,8 ,3 ,3 ,14,5,1
870,8 ,5 ,0 ,13,8,0
871,3 ,1 ,3 ,7,2,1
872,7 ,7 ,2 ,16,5,1
873,2 ,8 ,6 ,16,6,0
874,6 ,6 ,1 ,13,5,1
875,5 ,2 ,9 ,16,7,0
876,0 ,6 ,4 ,10,6,0
877,1 ,8 ,5 ,14,7,0
878,8 ,3 ,4 ,15,5,0
879,7 ,9 ,9 ,25,2,1
880,5 ,0 ,9 ,14,9,0
881,2 ,4 ,8 ,14,6,0
882,9 ,3 ,8 ,20,6,0
883,6 ,4 ,4 ,14,2,1
884,2 ,1 ,5 ,8,4,0
885,8 ,9 ,5 ,22,4,0
886,2 ,6 ,2 ,10,4,1
887,7 ,8 ,7 ,22,1,1
888,9 ,8 ,6 ,23,3,0
889,5 ,4 ,9 ,18,5,0
890,2 ,8 ,2 ,12,6,1
891,6 ,6 ,6 ,18,0,1
892,8 ,1 ,6 ,15,7,0
893,4 ,8 ,8 ,20,4,1
894,8 ,4 ,5 ,17,4,0
895,5 ,2 ,9 ,16,7,0
896,6 ,9 ,1 ,16,8,0
897,7 ,4 ,3 ,14,4,0
898,8 ,7 ,6 ,21,2,0
899,1 ,9 ,0 ,10,9,0
900,8 ,3 ,1 ,12,7,0
901,6 ,5 ,4 ,15,2,0
902,1 ,3 ,4 ,8,3,0
903,5 ,4 ,9 ,18,5,0
904,0 ,3 ,9 ,12,9,0
905,6 ,2 ,6 ,14,4,1
906,9 ,5 ,9 ,23,4,1
907,2 ,7 ,6 ,15,5,0
908,0 ,0 ,4 ,4,4,1
909,8 ,3 ,4 ,15,5,0
910,6 ,6 ,8 ,20,2,1
911,9 ,8 ,8 ,25,1,1
912,4 ,5 ,2 ,11,3,0
913,7 ,1 ,3 ,11,6,0
914,6 ,3 ,3 ,12,3,1
915,5 ,8 ,9 ,22,4,0
916,3 ,1 ,4 ,8,3,0
917,1 ,6 ,9 ,16,8,0
918,8 ,8 ,4 ,20,4,1
919,7 ,3 ,6 ,16,4,0
920,7 ,0 ,7 ,14,7,1
921,0 ,1 ,4 ,5,4,0
922,6 ,6 ,2 ,14,4,1
923,5 ,6 ,7 ,18,2,0
924,1 ,5 ,9 ,15,8,0
925,5 ,9 ,9 ,23,4,1
926,1 ,4 ,9 ,14,8,0
927,7 ,0 ,9 ,16,9,0
928,6 ,2 ,8 ,16,6,0
929,9 ,0 ,2 ,11,9,0
930,4 ,5 ,5 ,14,1,1
931,9 ,7 ,8 ,24,2,0
932,9 ,0 ,5 ,14,9,0
933,4 ,5 ,9 ,18,5,0
934,9 ,1 ,4 ,14,8,0
935,9 ,2 ,4 ,15,7,0
936,4 ,0 ,0 ,4,4,1
937,8 ,0 ,5 ,13,8,0
938,0 ,2 ,6 ,8,6,0
939,7 ,6 ,7 ,20,1,1
940,0 ,5 ,2 ,7,5,0
941,7 ,9 ,5 ,21,4,0
942,6 ,5 ,1 ,12,5,0
943,5 ,3 ,1 ,9,4,0
944,9 ,6 ,3 ,18,6,0
945,1 ,7 ,1 ,9,6,1
946,1 ,6 ,0 ,7,6,0
947,9 ,9 ,9 ,27,0,1
948,4 ,6 ,7 ,17,3,0
949,8 ,4 ,7 ,19,4,0
950,0 ,9 ,3 ,12,9,0
951,6 ,8 ,6 ,20,2,1
952,2 ,4 ,2 ,8,2,1
953,7 ,5 ,1 ,13,6,0
954,7 ,7 ,1 ,15,6,1
955,4 ,9 ,5 ,18,5,0
956,5 ,1 ,5 ,11,4,1
957,7 ,5 ,5 ,17,2,1
958,0 ,7 ,5 ,12,7,0
959,2 ,5 ,0 ,7,5,0
960,2 ,8 ,0 ,10,8,0
961,3 ,7 ,5 ,15,4,0
962,5 ,6 ,7 ,18,2,0
963,6 ,4 ,2 ,12,4,0
964,1 ,1 ,5 ,7,4,1
965,3 ,8 ,3 ,14,5,1
966,3 ,4 ,6 ,13,3,0
967,4 ,1 ,6 ,11,5,0
968,0 ,7 ,0 ,7,7,1
969,9 ,7 ,4 ,20,5,0
970,0 ,5 ,9 ,14,9,0
971,9 ,1 ,8 ,18,8,0
972,0 ,2 ,5 ,7,5,0
973,4 ,6 ,4 ,14,2,1
974,1 ,4 ,1 ,6,3,1
975,8 ,9 ,4 ,21,5,0
976,1 ,0 ,2 ,3,2,0
977,2 ,7 ,7 ,16,5,1
978,5 ,3 ,7 ,15,4,0
979,6 ,2 ,0 ,8,6,0
980,9 ,6 ,7 ,22,3,0
981,9 ,6 ,4 ,19,5,0
982,8 ,6 ,1 ,15,7,0
983,5 ,9 ,4 ,18,5,0
984,3 ,3 ,8 ,14,5,1
985,0 ,5 ,1 ,6,5,0
986,5 ,9 ,3 ,17,6,0
987,1 ,4 ,1 ,6,3,1
988,2 ,7 ,3 ,12,5,0
989,3 ,9 ,9 ,21,6,1
990,7 ,8 ,8 ,23,1,1
991,8 ,0 ,5 ,13,8,0
992,0 ,7 ,9 ,16,9,0
993,0 ,8 ,5 ,13,8,0
994,9 ,5 ,7 ,21,4,0
995,8 ,8 ,0 ,16,8,1
996,4 ,6 ,0 ,10,6,0
997,2 ,8 ,3 ,13,6,0
998,0 ,0 ,6 ,6,6,1
999,7 ,8 ,9 ,24,2,0
1000,8 ,5 ,1 ,14,7,0
1001,6 ,9 ,0 ,15,9,0
1002,0 ,7 ,0 ,7,7,1
1003,5 ,5 ,7 ,17,2,1
1004,9 ,8 ,6 ,23,3,0
1005,7 ,9 ,1 ,17,8,0
1006,9 ,4 ,1 ,14,8,0
1007,6 ,1 ,1 ,8,5,1
1008,1 ,4 ,4 ,9,3,1
1009,4 ,7 ,1 ,12,6,0
1010,5 ,0 ,5 ,10,5,1
1011,8 ,2 ,8 ,18,6,1
1012,6 ,0 ,7 ,13,7,0
1013,8 ,7 ,8 ,23,1,1
1014,4 ,7 ,7 ,18,3,1
1015,4 ,7 ,6 ,17,3,0
1016,4 ,3 ,9 ,16,6,0
1017,6 ,7 ,9 ,22,3,0
1018,6 ,8 ,8 ,22,2,1
1019,1 ,7 ,7 ,15,6,1
1020,2 ,6 ,4 ,12,4,0
1021,5 ,9 ,7 ,21,4,0
1022,2 ,7 ,0 ,9,7,0
1023,0 ,8 ,6 ,14,8,0
1024,9 ,3 ,6 ,18,6,0
1025,2 ,8 ,7 ,17,6,0
1026,1 ,5 ,2 ,8,4,0
1027,2 ,4 ,7 ,13,5,0
1028,7 ,9 ,8 ,24,2,0
1029,8 ,0 ,1 ,9,8,0
1030,4 ,8 ,5 ,17,4,0
1031,2 ,0 ,5 ,7,5,0
1032,8 ,0 ,0 ,8,8,1
1033,1 ,5 ,1 ,7,4,1
1034,9 ,9 ,2 ,20,7,1
1035,2 ,5 ,3 ,10,3,0
1036,9 ,1 ,1 ,11,8,1
1037,4 ,2 ,4 ,10,2,1
1038,8 ,2 ,8 ,18,6,1
1039,6 ,3 ,1 ,10,5,0
1040,3 ,3 ,9 ,15,6,1
1041,8 ,3 ,6 ,17,5,0
1042,9 ,3 ,5 ,17,6,0
1043,3 ,0 ,3 ,6,3,1
1044,2 ,2 ,7 ,11,5,1
1045,0 ,9 ,2 ,11,9,0
1046,9 ,2 ,7 ,18,7,0
1047,8 ,2 ,1 ,11,7,0
1048,7 ,3 ,1 ,11,6,0
1049,2 ,8 ,4 ,14,6,0
1050,7 ,9 ,8 ,24,2,0
1051,9 ,3 ,3 ,15,6,1
1052,0 ,6 ,6 ,12,6,1
1053,1 ,6 ,7 ,14,6,0
1054,4 ,8 ,7 ,19,4,0
1055,0 ,0 ,8 ,8,8,1
1056,3 ,7 ,8 ,18,5,0
1057,4 ,0 ,9 ,13,9,0
1058,7 ,7 ,4 ,18,3,1
1059,7 ,2 ,2 ,11,5,1
1060,2 ,2 ,9 ,13,7,1
1061,3 ,6 ,9 ,18,6,0
1062,6 ,5 ,1 ,12,5,0
1063,6 ,4 ,9 ,19,5,0
1064,3 ,5 ,7 ,15,4,0
1065,2 ,6 ,3 ,11,4,0
1066,4 ,7 ,2 ,13,5,0
1067,7 ,8 ,7 ,22,1,1
1068,4 ,1 ,9 ,14,8,0
1069,1 ,8 ,7 ,16,7,0
1070,5 ,1 ,9 ,15,8,0
1071,6 ,1 ,9 ,16,8,0
1072,1 ,0 ,7 ,8,7,0
1073,3 ,9 ,7 ,19,6,0
1074,2 ,2 ,9 ,13,7,1
1075,6 ,0 ,5 ,11,6,0
1076,3 ,2 ,1 ,6,2,0
1077,0 ,1 ,9 ,10,9,0
1078,0 ,4 ,3 ,7,4,0
1079,9 ,2 ,8 ,19,7,0
1080,0 ,5 ,2 ,7,5,0
1081,5 ,6 ,8 ,19,3,0
1082,8 ,6 ,4 ,18,4,0
1083,3 ,1 ,9 ,13,8,0
1084,0 ,0 ,3 ,3,3,1
1085,7 ,0 ,7 ,14,7,1
1086,6 ,5 ,8 ,19,3,0
1087,7 ,4 ,0 ,11,7,0
1088,8 ,5 ,4 ,17,4,0
1089,8 ,5 ,0 ,13,8,0
1090,0 ,5 ,3 ,8,5,0
1091,4 ,3 ,8 ,15,5,0
1092,1 ,0 ,7 ,8,7,0
1093,8 ,0 ,2 ,10,8,0
1094,7 ,1 ,5 ,13,6,0
1095,8 ,0 ,3 ,11,8,0
1096,7 ,6 ,6 ,19,1,1
1097,0 ,7 ,5 ,12,7,0
1098,3 ,1 ,3 ,7,2,1
1099,4 ,0 ,5 ,9,5,0
1100,2 ,7 ,1 ,10,6,0
1101,9 ,8 ,5 ,22,4,0
1102,3 ,3 ,9 ,15,6,1
1103,9 ,2 ,5 ,16,7,0
1104,3 ,8 ,9 ,20,6,0
1105,7 ,1 ,7 ,15,6,1
1106,8 ,2 ,7 ,17,6,0
1107,6 ,9 ,9 ,24,3,1
1108,8 ,5 ,3 ,16,5,0
1109,8 ,8 ,1 ,17,7,1
1110,1 ,5 ,1 ,7,4,1
1111,5 ,9 ,9 ,23,4,1
1112,2 ,7 ,5 ,14,5,0
1113,0 ,7 ,4 ,11,7,0
1114,6 ,3 ,1 ,10,5,0
1115,0 ,8 ,6 ,14,8,0
1116,7 ,2 ,3 ,12,5,0
1117,7 ,0 ,0 ,7,7,1
1118,4 ,6 ,6 ,16,2,1
1119,9 ,4 ,2 ,15,7,0
1120,9 ,3 ,4 ,16,6,0
1121,0 ,2 ,8 ,10,8,0
1122,4 ,8 ,8 ,20,4,1
1123,7 ,1 ,0 ,8,7,0
1124,0 ,0 ,5 ,5,5,1
1125,7 ,8 ,4 ,19,4,0
1126,2 ,7 ,2 ,11,5,1
1127,8 ,3 ,0 ,11,8,0
1128,4 ,9 ,3 ,16,6,0
1129,1 ,4 ,2 ,7,3,0
1130,3 ,0 ,7 ,10,7,0
1131,0 ,5 ,8 ,13,8,0
1132,2 ,5 ,7 ,14,5,0
1133,0 ,8 ,1 ,9,8,0
1134,1 ,9 ,5 ,15,8,0
1135,5 ,4 ,2 ,11,3,0
1136,7 ,1 ,7 ,15,6,1
1137,2 ,4 ,5 ,11,3,0
1138,3 ,1 ,1 ,5,2,1
1139,9 ,5 ,9 ,23,4,1
1140,6 ,0 ,0 ,6,6,1
1141,4 ,6 ,7 ,17,3,0
1142,7 ,8 ,7 ,22,1,1
1143,8 ,7 ,5 ,20,3,0
1144,9 ,5 ,8 ,22,4,0
1145,1 ,6 ,9 ,16,8,0
1146,8 ,5 ,4 ,17,4,0
1147,5 ,5 ,5 ,15,0,1
1148,5 ,9 ,5 ,19,4,1
1149,4 ,5 ,8 ,17,4,0
1150,0 ,5 ,8 ,13,8,0
1151,1 ,4 ,4 ,9,3,1
1152,0 ,5 ,3 ,8,5,0
1153,9 ,4 ,4 ,17,5,1
1154,9 ,6 ,9 ,24,3,1
1155,2 ,9 ,5 ,16,7,0
1156,5 ,5 ,3 ,13,2,1
1157,8 ,0 ,8 ,16,8,1
1158,2 ,1 ,2 ,5,1,1
1159,6 ,6 ,6 ,18,0,1
1160,8 ,8 ,0 ,16,8,1
1161,4 ,1 ,6 ,11,5,0
1162,2 ,2 ,8 ,12,6,1
1163,1 ,5 ,7 ,13,6,0
1164,5 ,7 ,1 ,13,6,0
1165,8 ,8 ,5 ,21,3,1
1166,2 ,1 ,7 ,10,6,0
1167,1 ,1 ,5 ,7,4,1
1168,8 ,1 ,6 ,15,7,0
1169,6 ,6 ,0 ,12,6,1
1170,1 ,7 ,1 ,9,6,1
1171,0 ,2 ,2 ,4,2,1
1172,6 ,0 ,6 ,12,6,1
1173,6 ,6 ,5 ,17,1,1
1174,0 ,6 ,3 ,9,6,0
1175,4 ,2 ,2 ,8,2,1
1176,5 ,4 ,9 ,18,5,0
1177,3 ,0 ,7 ,10,7,0
1178,6 ,7 ,1 ,14,6,0
1179,0 ,4 ,5 ,9,5,0
1180,8 ,6 ,9 ,23,3,0
1181,2 ,4 ,0 ,6,4,0
1182,6 ,6 ,9 ,21,3,1
1183,6 ,0 ,9 ,15,9,0
1184,2 ,0 ,3 ,5,3,0
1185,6 ,3 ,0 ,9,6,0
1186,8 ,5 ,1 ,14,7,0
1187,0 ,7 ,9 ,16,9,0
1188,5 ,2 ,9 ,16,7,0
1189,3 ,8 ,0 ,11,8,0
1190,3 ,6 ,7 ,16,4,0
1191,8 ,8 ,0 ,16,8,1
1192,8 ,3 ,0 ,11,8,0
1193,1 ,3 ,0 ,4,3,0
1194,9 ,1 ,6 ,16,8,0
1195,1 ,0 ,2 ,3,2,0
1196,5 ,0 ,2 ,7,5,0
1197,0 ,5 ,3 ,8,5,0
1198,2 ,7 ,5 ,14,5,0
1199,0 ,3 ,4 ,7,4,0
1200,3 ,3 ,3 ,9,0,1
1201,0 ,0 ,5 ,5,5,1
1202,5 ,9 ,4 ,18,5,0
1203,4 ,8 ,2 ,14,6,0
1204,5 ,9 ,6 ,20,4,0
1205,5 ,7 ,3 ,15,4,0
1206,1 ,3 ,1 ,5,2,1
1207,7 ,9 ,6 ,22,3,0
1208,1 ,8 ,0 ,9,8,0
1209,9 ,6 ,4 ,19,5,0
1210,8 ,9 ,9 ,26,1,1
1211,9 ,3 ,6 ,18,6,0
1212,4 ,8 ,9 ,21,5,0
1213,0 ,5 ,2 ,7,5,0
1214,1 ,6 ,7 ,14,6,0
1215,6 ,6 ,7 ,19,1,1
1216,5 ,7 ,2 ,14,5,0
1217,6 ,6 ,3 ,15,3,1
1218,3 ,0 ,6 ,9,6,0
1219,1 ,0 ,5 ,6,5,0
1220,4 ,9 ,4 ,17,5,1
1221,9 ,4 ,3 ,16,6,0
1222,4 ,7 ,7 ,18,3,1
1223,9 ,6 ,5 ,20,4,0
1224,1 ,6 ,8 ,15,7,0
1225,7 ,7 ,4 ,18,3,1
1226,9 ,5 ,0 ,14,9,0
1227,3 ,1 ,2 ,6,2,0
1228,9 ,4 ,9 ,22,5,1
1229,3 ,6 ,9 ,18,6,0
1230,3 ,1 ,9 ,13,8,0
1231,7 ,4 ,9 ,20,5,0
1232,4 ,3 ,0 ,7,4,0
1233,5 ,9 ,0 ,14,9,0
1234,0 ,6 ,0 ,6,6,1
1235,9 ,9 ,6 ,24,3,1
1236,7 ,9 ,1 ,17,8,0
1237,4 ,8 ,8 ,20,4,1
1238,5 ,1 ,6 ,12,5,0
1239,5 ,8 ,6 ,19,3,0
1240,3 ,6 ,1 ,10,5,0
1241,2 ,4 ,9 ,15,7,0
1242,7 ,7 ,5 ,19,2,1
1243,3 ,0 ,0 ,3,3,1
1244,6 ,6 ,4 ,16,2,1
1245,2 ,3 ,8 ,13,6,0
1246,2 ,1 ,4 ,7,3,0
1247,5 ,5 ,8 ,18,3,1
1248,3 ,7 ,0 ,10,7,0
1249,7 ,9 ,1 ,17,8,0
1250,6 ,0 ,9 ,15,9,0
1251,8 ,1 ,3 ,12,7,0
1252,5 ,1 ,7 ,13,6,0
1253,2 ,5 ,1 ,8,4,0
1254,0 ,7 ,5 ,12,7,0
1255,1 ,2 ,3 ,6,2,0
1256,2 ,6 ,8 ,16,6,0
1257,0 ,7 ,3 ,10,7,0
1258,4 ,3 ,3 ,10,1,1
1259,1 ,5 ,3 ,9,4,0
1260,9 ,1 ,8 ,18,8,0
1261,8 ,1 ,0 ,9,8,0
1262,7 ,5 ,6 ,18,2,0
1263,3 ,3 ,2 ,8,1,1
1264,8 ,1 ,8 ,17,7,1
1265,9 ,2 ,7 ,18,7,0
1266,3 ,2 ,2 ,7,1,1
1267,7 ,9 ,8 ,24,2,0
1268,3 ,5 ,3 ,11,2,1
1269,7 ,1 ,0 ,8,7,0
1270,8 ,4 ,2 ,14,6,0
1271,8 ,3 ,0 ,11,8,0
1272,6 ,5 ,4 ,15,2,0
1273,7 ,3 ,4 ,14,4,0
1274,3 ,2 ,8 ,13,6,0
1275,2 ,1 ,4 ,7,3,0
1276,6 ,6 ,7 ,19,1,1
1277,3 ,8 ,0 ,11,8,0
1278,6 ,1 ,2 ,9,5,0
1279,8 ,7 ,7 ,22,1,1
1280,0 ,7 ,3 ,10,7,0
1281,1 ,6 ,4 ,11,5,0
1282,8 ,5 ,9 ,22,4,0
1283,1 ,2 ,9 ,12,8,0
1284,5 ,9 ,8 ,22,4,0
1285,1 ,6 ,6 ,13,5,1
1286,0 ,7 ,4 ,11,7,0
1287,4 ,0 ,4 ,8,4,1
1288,9 ,9 ,4 ,22,5,1
1289,4 ,2 ,4 ,10,2,1
1290,9 ,6 ,1 ,16,8,0
1291,0 ,0 ,2 ,2,2,1
1292,9 ,5 ,1 ,15,8,0
1293,9 ,6 ,4 ,19,5,0
1294,8 ,9 ,2 ,19,7,0
1295,0 ,1 ,3 ,4,3,0
1296,1 ,5 ,8 ,14,7,0
1297,9 ,8 ,9 ,26,1,1
1298,7 ,8 ,8 ,23,1,1
1299,8 ,0 ,7 ,15,8,0
1300,7 ,9 ,4 ,20,5,0
1301,2 ,6 ,0 ,8,6,0
1302,6 ,0 ,3 ,9,6,0
1303,4 ,5 ,5 ,14,1,1
1304,2 ,0 ,9 ,11,9,0
1305,1 ,3 ,9 ,13,8,0
1306,4 ,8 ,3 ,15,5,0
1307,6 ,3 ,0 ,9,6,0
1308,1 ,7 ,5 ,13,6,0
1309,9 ,3 ,3 ,15,6,1
1310,8 ,9 ,0 ,17,9,0
1311,1 ,3 ,4 ,8,3,0
1312,4 ,9 ,5 ,18,5,0
1313,7 ,6 ,7 ,20,1,1
1314,0 ,1 ,8 ,9,8,0
1315,9 ,0 ,1 ,10,9,0
1316,8 ,7 ,1 ,16,7,0
1317,1 ,2 ,6 ,9,5,0
1318,5 ,9 ,2 ,16,7,0
1319,1 ,0 ,3 ,4,3,0
1320,3 ,3 ,1 ,7,2,1
1321,9 ,7 ,7 ,23,2,1
1322,5 ,1 ,9 ,15,8,0
1323,5 ,7 ,4 ,16,3,0
1324,9 ,0 ,0 ,9,9,1
1325,6 ,9 ,2 ,17,7,0
1326,4 ,3 ,4 ,11,1,1
1327,5 ,0 ,6 ,11,6,0
1328,5 ,5 ,7 ,17,2,1
1329,1 ,6 ,3 ,10,5,0
1330,4 ,2 ,5 ,11,3,0
1331,0 ,4 ,1 ,5,4,0
1332,7 ,5 ,1 ,13,6,0
1333,2 ,8 ,5 ,15,6,0
1334,8 ,9 ,4 ,21,5,0
1335,3 ,4 ,8 ,15,5,0
1336,1 ,5 ,8 ,14,7,0
1337,5 ,4 ,2 ,11,3,0
1338,2 ,0 ,3 ,5,3,0
1339,6 ,1 ,7 ,14,6,0
1340,3 ,9 ,3 ,15,6,1
1341,3 ,3 ,6 ,12,3,1
1342,9 ,5 ,2 ,16,7,0
1343,3 ,1 ,6 ,10,5,0
1344,9 ,2 ,7 ,18,7,0
1345,9 ,4 ,0 ,13,9,0
1346,3 ,9 ,6 ,18,6,0
1347,5 ,2 ,8 ,15,6,0
1348,2 ,9 ,0 ,11,9,0
1349,2 ,0 ,9 ,11,9,0
1350,2 ,6 ,2 ,10,4,1
1351,9 ,2 ,5 ,16,7,0
1352,7 ,8 ,3 ,18,5,0
1353,0 ,5 ,9 ,14,9,0
1354,1 ,4 ,9 ,14,8,0
1355,7 ,1 ,4 ,12,6,0
1356,0 ,4 ,1 ,5,4,0
1357,7 ,6 ,2 ,15,5,0
1358,2 ,7 ,1 ,10,6,0
1359,2 ,1 ,4 ,7,3,0
1360,2 ,2 ,0 ,4,2,1
1361,4 ,7 ,8 ,19,4,0
1362,5 ,1 ,6 ,12,5,0
1363,3 ,3 ,5 ,11,2,1
1364,1 ,8 ,5 ,14,7,0
1365,0 ,2 ,8 ,10,8,0
1366,8 ,2 ,3 ,13,6,0
1367,2 ,2 ,7 ,11,5,1
1368,4 ,2 ,8 ,14,6,0
1369,4 ,5 ,5 ,14,1,1
1370,8 ,3 ,3 ,14,5,1
1371,9 ,1 ,4 ,14,8,0
1372,5 ,3 ,1 ,9,4,0
1373,7 ,5 ,3 ,15,4,0
1374,7 ,1 ,3 ,11,6,0
1375,1 ,3 ,8 ,12,7,0
1376,8 ,9 ,5 ,22,4,0
